equipment_id,equipment_type,manufacturer,model,serial_number,purchase_date,warranty_expiration,operating_system,processor,ram_size,last_test_date
405,server,Youtags,Lenovo ThinkCentre,ABC123,9/4/2012,7/8/2022,Ubuntu 20.04,Qualcomm Snapdragon,30,3/3/2021
406,printer,Reallinks,Lenovo ThinkCentre,ABC123,12/1/2019,11/20/2025,Ubuntu 20.04,Intel Core i7,12,8/21/2020
407,desktop,Zoomdog,HP EliteBook,ABC123,3/23/2019,1/31/2025,macOS Big Sur,AMD Ryzen 5,10,5/3/2020
408,scanner,Browsezoom,HP EliteBook,DEF456,11/21/2014,2/23/2022,Windows 10,AMD Ryzen 5,15,1/24/2023
409,scanner,Edgeclub,Lenovo ThinkCentre,DEF456,9/5/2018,6/12/2024,Windows 10,Intel Core i7,27,8/23/2020
410,laptop,Cogidoo,Lenovo ThinkCentre,ABC123,9/30/2016,8/16/2025,Windows 10,AMD Ryzen 5,18,9/16/2021
411,laptop,Tazzy,HP EliteBook,DEF456,3/3/2018,11/15/2023,macOS Big Sur,AMD Ryzen 5,11,8/25/2022
412,server,Snaptags,Lenovo ThinkCentre,GHI789,9/20/2016,1/18/2025,macOS Big Sur,Qualcomm Snapdragon,12,8/2/2022
413,laptop,Fivechat,Dell OptiPlex,DEF456,12/24/2010,12/5/2023,Ubuntu 20.04,Qualcomm Snapdragon,21,1/16/2020
414,server,Quinu,HP EliteBook,GHI789,12/23/2014,12/1/2023,macOS Big Sur,Qualcomm Snapdragon,16,5/28/2023
415,scanner,Jaxnation,Lenovo ThinkCentre,DEF456,4/29/2010,2/9/2024,Ubuntu 20.04,Intel Core i7,18,6/15/2021
416,desktop,Vinder,Dell OptiPlex,GHI789,9/28/2021,9/6/2025,macOS Big Sur,Intel Core i7,27,8/20/2023
417,scanner,Twitternation,HP EliteBook,ABC123,5/30/2017,11/9/2024,macOS Big Sur,Qualcomm Snapdragon,17,10/29/2021
418,laptop,Tazz,Lenovo ThinkCentre,GHI789,6/4/2020,9/11/2024,Windows 10,AMD Ryzen 5,31,5/18/2023
419,server,Devpulse,Lenovo ThinkCentre,GHI789,9/8/2016,2/7/2022,Windows 10,Qualcomm Snapdragon,23,8/19/2021
420,server,Tagcat,HP EliteBook,GHI789,5/13/2021,2/9/2025,Ubuntu 20.04,Qualcomm Snapdragon,21,7/6/2020
421,desktop,Tagpad,Dell OptiPlex,ABC123,6/20/2020,5/21/2023,Ubuntu 20.04,AMD Ryzen 5,17,6/22/2021
422,printer,Meezzy,HP EliteBook,ABC123,6/3/2020,1/22/2022,Windows 10,Intel Core i7,20,9/26/2023
423,server,Skyba,Lenovo ThinkCentre,GHI789,11/14/2018,3/30/2023,Windows 10,Qualcomm Snapdragon,5,8/26/2023
424,laptop,Skipfire,Dell OptiPlex,DEF456,12/18/2016,12/6/2022,macOS Big Sur,AMD Ryzen 5,30,6/19/2022
425,desktop,Camido,Lenovo ThinkCentre,GHI789,10/1/2010,8/30/2023,macOS Big Sur,AMD Ryzen 5,32,11/23/2021
426,printer,Centizu,Dell OptiPlex,GHI789,9/28/2010,6/3/2023,Windows 10,Intel Core i7,11,12/8/2020
427,laptop,Oyonder,Lenovo ThinkCentre,GHI789,10/22/2020,9/6/2025,Ubuntu 20.04,AMD Ryzen 5,32,10/13/2023
428,laptop,Feedfire,HP EliteBook,DEF456,5/2/2010,8/19/2025,Ubuntu 20.04,Intel Core i7,29,6/8/2023
429,desktop,Viva,Lenovo ThinkCentre,GHI789,9/4/2010,11/21/2022,Ubuntu 20.04,Qualcomm Snapdragon,15,11/1/2022
430,laptop,Latz,HP EliteBook,GHI789,7/30/2017,8/13/2022,Windows 10,Intel Core i7,29,4/2/2022
431,laptop,Eazzy,HP EliteBook,DEF456,11/6/2013,3/7/2023,Ubuntu 20.04,AMD Ryzen 5,22,8/10/2020
432,laptop,Kamba,HP EliteBook,ABC123,3/14/2015,1/12/2023,Windows 10,AMD Ryzen 5,13,7/5/2020
433,server,Zoonder,HP EliteBook,ABC123,6/3/2019,8/4/2025,Ubuntu 20.04,Intel Core i7,20,5/24/2020
434,laptop,Kanoodle,HP EliteBook,ABC123,2/14/2013,7/2/2025,Windows 10,Qualcomm Snapdragon,30,11/23/2022
435,printer,Miboo,HP EliteBook,DEF456,4/13/2013,9/3/2023,macOS Big Sur,AMD Ryzen 5,5,4/24/2021
436,scanner,Buzzbean,HP EliteBook,ABC123,1/4/2014,4/27/2025,Windows 10,Qualcomm Snapdragon,32,7/20/2022
437,laptop,Skynoodle,Lenovo ThinkCentre,DEF456,3/29/2012,4/10/2025,macOS Big Sur,Intel Core i7,15,8/27/2021
438,desktop,Devpoint,Dell OptiPlex,ABC123,4/7/2019,11/23/2023,Ubuntu 20.04,Qualcomm Snapdragon,30,11/30/2021
439,scanner,Mycat,Dell OptiPlex,ABC123,11/20/2011,7/17/2025,macOS Big Sur,Intel Core i7,4,10/7/2021
440,printer,Topicstorm,HP EliteBook,ABC123,3/8/2015,10/11/2025,Windows 10,Intel Core i7,23,7/22/2022
441,scanner,Livefish,HP EliteBook,ABC123,8/4/2010,7/2/2023,Windows 10,Qualcomm Snapdragon,14,2/17/2020
442,server,Thoughtbridge,Lenovo ThinkCentre,GHI789,10/1/2016,11/4/2025,Ubuntu 20.04,AMD Ryzen 5,24,5/6/2022
443,desktop,Yabox,Lenovo ThinkCentre,DEF456,10/17/2010,2/15/2023,Ubuntu 20.04,Intel Core i7,21,8/17/2023
444,scanner,Yadel,Dell OptiPlex,ABC123,1/7/2014,11/21/2023,Windows 10,Intel Core i7,18,12/1/2022
445,laptop,Gabvine,Dell OptiPlex,ABC123,2/9/2018,3/10/2025,macOS Big Sur,Qualcomm Snapdragon,19,8/31/2020
446,server,Dabjam,HP EliteBook,ABC123,9/16/2020,11/22/2023,Ubuntu 20.04,Qualcomm Snapdragon,31,11/13/2021
447,scanner,Gabcube,Dell OptiPlex,GHI789,9/10/2011,9/6/2025,macOS Big Sur,Qualcomm Snapdragon,32,11/27/2022
448,server,Twitterworks,HP EliteBook,GHI789,6/7/2021,7/13/2023,macOS Big Sur,Intel Core i7,30,7/20/2022
449,desktop,Babbleblab,HP EliteBook,GHI789,4/21/2010,12/6/2022,Ubuntu 20.04,Intel Core i7,26,4/28/2020
450,printer,Abata,Dell OptiPlex,ABC123,6/25/2010,12/24/2025,Ubuntu 20.04,Intel Core i7,17,3/5/2022
451,desktop,Brainbox,Lenovo ThinkCentre,DEF456,4/12/2011,5/23/2024,Ubuntu 20.04,AMD Ryzen 5,31,12/31/2020
452,scanner,Skaboo,Dell OptiPlex,DEF456,2/19/2015,3/16/2025,Ubuntu 20.04,Qualcomm Snapdragon,24,11/1/2023
453,scanner,Babbleset,HP EliteBook,ABC123,12/22/2015,6/2/2023,Ubuntu 20.04,Intel Core i7,13,8/15/2022
454,desktop,Jatri,Dell OptiPlex,GHI789,11/30/2018,4/26/2025,Windows 10,Intel Core i7,30,10/21/2023
455,desktop,Pixonyx,Lenovo ThinkCentre,GHI789,6/25/2011,8/19/2024,Windows 10,Intel Core i7,25,1/26/2021
456,laptop,Babbleopia,Dell OptiPlex,DEF456,1/15/2016,11/12/2022,macOS Big Sur,Intel Core i7,10,12/17/2021
457,scanner,Edgewire,HP EliteBook,ABC123,5/17/2020,9/19/2024,Ubuntu 20.04,AMD Ryzen 5,6,7/12/2020
458,printer,Chatterbridge,Lenovo ThinkCentre,ABC123,1/7/2018,12/15/2025,Ubuntu 20.04,AMD Ryzen 5,21,3/25/2022
459,desktop,Innojam,HP EliteBook,ABC123,10/31/2020,9/18/2025,Ubuntu 20.04,Intel Core i7,10,10/12/2023
460,server,Oyoba,Lenovo ThinkCentre,ABC123,5/30/2018,8/18/2023,macOS Big Sur,Intel Core i7,19,9/19/2022
461,laptop,Thoughtworks,Dell OptiPlex,GHI789,4/7/2018,11/30/2022,Ubuntu 20.04,Intel Core i7,32,1/6/2024
462,desktop,Quinu,Dell OptiPlex,ABC123,7/23/2014,4/17/2023,Windows 10,Qualcomm Snapdragon,17,3/30/2022
463,desktop,Rhyloo,Dell OptiPlex,ABC123,6/4/2014,8/23/2023,Windows 10,Qualcomm Snapdragon,18,9/15/2021
464,printer,Quatz,Lenovo ThinkCentre,DEF456,9/26/2010,4/19/2024,Ubuntu 20.04,Intel Core i7,27,12/28/2023
465,laptop,Aivee,Lenovo ThinkCentre,ABC123,5/31/2010,8/28/2023,Windows 10,AMD Ryzen 5,22,8/1/2020
466,laptop,Ooba,Lenovo ThinkCentre,ABC123,9/29/2019,10/24/2023,Windows 10,Intel Core i7,10,6/2/2023
467,server,Jabbercube,Lenovo ThinkCentre,DEF456,2/6/2019,12/30/2023,Windows 10,Intel Core i7,23,9/9/2020
468,server,Voomm,Dell OptiPlex,DEF456,1/23/2021,1/11/2024,macOS Big Sur,Intel Core i7,6,12/21/2021
469,printer,Yakijo,Lenovo ThinkCentre,GHI789,9/26/2012,6/17/2022,Ubuntu 20.04,Qualcomm Snapdragon,7,7/22/2020
470,server,Vipe,Dell OptiPlex,ABC123,6/4/2018,12/12/2023,Ubuntu 20.04,Qualcomm Snapdragon,32,2/11/2022
471,printer,Tagtune,Dell OptiPlex,DEF456,4/3/2016,1/14/2024,macOS Big Sur,Qualcomm Snapdragon,18,12/12/2023
472,printer,Jaxworks,HP EliteBook,ABC123,4/10/2020,3/15/2025,Ubuntu 20.04,Intel Core i7,7,9/18/2020
473,printer,Gigaclub,Dell OptiPlex,DEF456,5/8/2017,4/28/2024,Windows 10,AMD Ryzen 5,13,10/2/2020
474,desktop,Aimbu,Lenovo ThinkCentre,DEF456,4/14/2012,3/13/2022,macOS Big Sur,Intel Core i7,32,12/17/2020
475,printer,Agimba,Lenovo ThinkCentre,DEF456,10/30/2020,11/12/2023,Ubuntu 20.04,Intel Core i7,20,10/28/2020
476,server,Reallinks,Lenovo ThinkCentre,ABC123,9/21/2021,9/23/2022,Windows 10,Intel Core i7,29,7/10/2021
477,printer,Fatz,Dell OptiPlex,ABC123,5/6/2014,7/2/2025,Windows 10,Qualcomm Snapdragon,7,10/15/2023
478,laptop,Skajo,HP EliteBook,ABC123,3/30/2018,4/25/2022,Windows 10,Qualcomm Snapdragon,32,7/14/2020
479,scanner,Thoughtstorm,Lenovo ThinkCentre,DEF456,8/2/2010,3/1/2022,macOS Big Sur,AMD Ryzen 5,22,11/1/2021
480,desktop,Flipbug,HP EliteBook,ABC123,6/20/2017,7/11/2024,macOS Big Sur,Intel Core i7,19,7/28/2021
481,laptop,Tagpad,HP EliteBook,ABC123,1/3/2011,2/27/2024,Ubuntu 20.04,AMD Ryzen 5,29,9/21/2023
482,server,Jabbercube,HP EliteBook,ABC123,10/3/2018,1/20/2023,Ubuntu 20.04,Qualcomm Snapdragon,20,11/6/2021
483,desktop,Livetube,HP EliteBook,DEF456,7/13/2017,3/6/2025,Windows 10,AMD Ryzen 5,31,2/10/2021
484,printer,Izio,Lenovo ThinkCentre,ABC123,9/18/2010,10/14/2025,macOS Big Sur,AMD Ryzen 5,20,6/18/2021
485,laptop,Oyondu,Dell OptiPlex,GHI789,2/20/2015,8/9/2024,Ubuntu 20.04,Qualcomm Snapdragon,5,6/26/2021
486,server,Meembee,Lenovo ThinkCentre,GHI789,8/9/2014,12/29/2024,Ubuntu 20.04,AMD Ryzen 5,8,5/6/2020
487,laptop,DabZ,Lenovo ThinkCentre,DEF456,7/19/2020,1/11/2023,Ubuntu 20.04,AMD Ryzen 5,20,3/1/2021
488,printer,Dabvine,HP EliteBook,DEF456,10/7/2020,12/29/2023,Windows 10,Intel Core i7,24,6/17/2022
489,server,Edgetag,HP EliteBook,GHI789,11/19/2010,5/3/2024,macOS Big Sur,Qualcomm Snapdragon,5,7/18/2023
490,laptop,Kaymbo,Lenovo ThinkCentre,GHI789,4/15/2020,3/27/2022,Ubuntu 20.04,AMD Ryzen 5,16,12/20/2021
491,desktop,Twinder,Lenovo ThinkCentre,ABC123,12/27/2018,2/26/2024,Windows 10,Intel Core i7,27,9/12/2020
492,laptop,Shufflebeat,Dell OptiPlex,DEF456,11/17/2020,2/24/2025,Windows 10,Qualcomm Snapdragon,10,12/12/2022
493,server,Meetz,HP EliteBook,ABC123,9/6/2011,10/3/2024,Ubuntu 20.04,Qualcomm Snapdragon,5,4/26/2023
494,laptop,Twinder,HP EliteBook,DEF456,11/7/2010,6/26/2024,Windows 10,Intel Core i7,28,8/23/2022
495,scanner,Skyndu,Lenovo ThinkCentre,GHI789,6/23/2020,4/9/2022,macOS Big Sur,Qualcomm Snapdragon,10,11/13/2023
496,scanner,Rhyloo,Lenovo ThinkCentre,GHI789,10/28/2016,7/5/2024,Ubuntu 20.04,Intel Core i7,17,2/18/2021
497,laptop,Skiba,HP EliteBook,DEF456,5/10/2010,2/6/2023,Windows 10,Qualcomm Snapdragon,21,6/8/2023
498,printer,Fiveclub,HP EliteBook,GHI789,8/24/2020,7/12/2022,Ubuntu 20.04,Qualcomm Snapdragon,15,10/23/2023
499,printer,Linkbridge,Lenovo ThinkCentre,DEF456,11/10/2014,2/10/2025,macOS Big Sur,AMD Ryzen 5,24,7/14/2023
500,scanner,Jabbertype,HP EliteBook,ABC123,10/18/2016,8/4/2022,macOS Big Sur,Intel Core i7,14,7/10/2022
501,desktop,Fivespan,Lenovo ThinkCentre,DEF456,1/14/2012,5/24/2025,macOS Big Sur,Intel Core i7,11,5/24/2023
502,scanner,Oyonder,HP EliteBook,GHI789,7/11/2010,3/12/2023,macOS Big Sur,AMD Ryzen 5,17,2/16/2021
503,server,Roodel,Dell OptiPlex,GHI789,7/28/2021,8/1/2023,Windows 10,AMD Ryzen 5,8,8/26/2023
504,laptop,Katz,Dell OptiPlex,DEF456,4/19/2011,12/3/2025,Windows 10,AMD Ryzen 5,11,12/23/2021
505,server,Jaxbean,Lenovo ThinkCentre,GHI789,1/11/2020,2/29/2024,macOS Big Sur,Intel Core i7,7,1/16/2021
506,laptop,Brainverse,HP EliteBook,GHI789,1/23/2010,2/13/2025,macOS Big Sur,AMD Ryzen 5,29,4/10/2023
507,server,Brightbean,Dell OptiPlex,ABC123,4/25/2015,8/19/2023,Ubuntu 20.04,Intel Core i7,16,5/5/2020
508,scanner,Shufflester,Lenovo ThinkCentre,GHI789,5/2/2017,12/16/2024,Ubuntu 20.04,Qualcomm Snapdragon,13,11/16/2023
509,printer,Quire,Dell OptiPlex,ABC123,5/21/2016,1/4/2025,Windows 10,Intel Core i7,6,6/18/2023
510,laptop,Livefish,HP EliteBook,DEF456,5/29/2011,5/5/2022,macOS Big Sur,Qualcomm Snapdragon,5,10/22/2022
511,scanner,Aimbu,HP EliteBook,DEF456,2/13/2016,6/12/2024,Ubuntu 20.04,Intel Core i7,11,10/24/2022
512,server,Yambee,HP EliteBook,DEF456,6/26/2011,9/1/2025,macOS Big Sur,Intel Core i7,8,8/16/2022
513,server,Topiczoom,Lenovo ThinkCentre,GHI789,8/26/2015,12/13/2024,macOS Big Sur,Qualcomm Snapdragon,19,1/19/2023
514,scanner,Rhyzio,Lenovo ThinkCentre,GHI789,7/18/2021,3/7/2022,macOS Big Sur,Qualcomm Snapdragon,10,3/30/2021
515,scanner,Innotype,Dell OptiPlex,GHI789,9/15/2019,6/21/2022,Windows 10,AMD Ryzen 5,9,10/10/2021
516,desktop,Youbridge,Dell OptiPlex,ABC123,10/24/2020,5/26/2022,Ubuntu 20.04,AMD Ryzen 5,19,7/26/2020
517,laptop,Livetube,Dell OptiPlex,GHI789,1/31/2018,5/10/2025,Windows 10,AMD Ryzen 5,24,9/7/2021
518,printer,Skidoo,HP EliteBook,GHI789,12/20/2016,10/26/2025,Windows 10,AMD Ryzen 5,14,4/2/2022
519,scanner,Yamia,Lenovo ThinkCentre,ABC123,10/23/2012,1/31/2025,Windows 10,AMD Ryzen 5,17,7/28/2023
520,laptop,Fivebridge,HP EliteBook,GHI789,9/19/2020,4/13/2025,Ubuntu 20.04,AMD Ryzen 5,27,1/3/2024
521,printer,Photobug,Lenovo ThinkCentre,ABC123,7/31/2010,10/22/2024,Ubuntu 20.04,Intel Core i7,29,7/26/2022
522,laptop,Gabcube,Lenovo ThinkCentre,DEF456,5/6/2013,4/20/2022,Windows 10,AMD Ryzen 5,4,5/25/2021
523,scanner,Eadel,Dell OptiPlex,DEF456,6/9/2010,4/13/2024,Windows 10,Intel Core i7,31,1/12/2024
524,scanner,Twiyo,Dell OptiPlex,DEF456,1/29/2021,8/1/2025,Windows 10,AMD Ryzen 5,17,6/20/2022
525,laptop,Gabtune,Lenovo ThinkCentre,ABC123,11/11/2013,1/28/2025,macOS Big Sur,Qualcomm Snapdragon,14,7/12/2020
526,printer,Yambee,Dell OptiPlex,GHI789,9/6/2010,3/15/2024,Windows 10,AMD Ryzen 5,6,4/30/2020
527,printer,Dablist,Dell OptiPlex,ABC123,7/16/2010,2/17/2024,macOS Big Sur,Qualcomm Snapdragon,8,9/9/2021
528,server,Flipbug,Lenovo ThinkCentre,DEF456,5/9/2012,9/11/2022,Windows 10,AMD Ryzen 5,17,1/31/2020
529,laptop,Kimia,Lenovo ThinkCentre,ABC123,6/13/2020,5/19/2025,macOS Big Sur,Qualcomm Snapdragon,17,5/17/2020
530,scanner,Voolia,HP EliteBook,GHI789,3/15/2017,10/12/2022,Ubuntu 20.04,Qualcomm Snapdragon,20,6/24/2023
531,laptop,Nlounge,Dell OptiPlex,DEF456,4/1/2012,9/3/2023,macOS Big Sur,Intel Core i7,26,8/11/2023
532,scanner,Bubblemix,Lenovo ThinkCentre,GHI789,7/20/2013,4/16/2022,Windows 10,AMD Ryzen 5,32,6/13/2022
533,laptop,Skipstorm,Dell OptiPlex,ABC123,5/21/2021,12/21/2023,macOS Big Sur,Qualcomm Snapdragon,20,9/29/2020
534,printer,Eayo,Lenovo ThinkCentre,GHI789,2/8/2018,3/28/2022,Windows 10,Intel Core i7,20,8/30/2023
535,server,Thoughtblab,HP EliteBook,DEF456,6/14/2017,9/23/2022,Ubuntu 20.04,Intel Core i7,19,11/18/2023
536,desktop,Flashdog,Dell OptiPlex,DEF456,10/16/2016,4/21/2025,macOS Big Sur,Qualcomm Snapdragon,27,2/3/2021
537,desktop,Dabshots,Dell OptiPlex,GHI789,5/1/2013,11/20/2023,macOS Big Sur,AMD Ryzen 5,11,8/11/2022
538,scanner,Zoomzone,Lenovo ThinkCentre,ABC123,8/17/2010,11/2/2025,Windows 10,Intel Core i7,23,6/14/2020
539,scanner,Voomm,Lenovo ThinkCentre,DEF456,5/22/2016,2/12/2024,Windows 10,Intel Core i7,29,4/8/2021
540,desktop,Ozu,HP EliteBook,DEF456,2/18/2014,4/25/2025,Ubuntu 20.04,Intel Core i7,32,1/25/2024
541,laptop,Zoomdog,HP EliteBook,GHI789,11/30/2021,4/22/2024,Ubuntu 20.04,Qualcomm Snapdragon,32,10/16/2021
542,laptop,Edgetag,Lenovo ThinkCentre,GHI789,5/1/2010,10/1/2024,Ubuntu 20.04,Qualcomm Snapdragon,20,1/29/2022
543,server,Plajo,Lenovo ThinkCentre,GHI789,2/9/2010,7/22/2023,Ubuntu 20.04,AMD Ryzen 5,31,6/10/2020
544,scanner,Aimbo,Lenovo ThinkCentre,DEF456,11/20/2016,11/15/2023,Ubuntu 20.04,AMD Ryzen 5,31,10/17/2022
545,desktop,Kwideo,Lenovo ThinkCentre,GHI789,9/7/2017,10/4/2023,macOS Big Sur,Intel Core i7,23,6/2/2022
546,server,Yotz,HP EliteBook,DEF456,7/30/2010,5/31/2023,Ubuntu 20.04,Qualcomm Snapdragon,21,6/24/2023
547,scanner,Skimia,HP EliteBook,GHI789,8/13/2016,12/11/2023,Ubuntu 20.04,Intel Core i7,25,2/14/2021
548,server,Skilith,Dell OptiPlex,DEF456,2/15/2016,5/18/2023,macOS Big Sur,AMD Ryzen 5,4,5/6/2020
549,scanner,Mymm,HP EliteBook,GHI789,2/12/2010,4/19/2025,Ubuntu 20.04,AMD Ryzen 5,6,1/28/2023
550,printer,Edgetag,HP EliteBook,ABC123,11/18/2017,3/14/2025,macOS Big Sur,Qualcomm Snapdragon,12,5/20/2022
551,server,Ooba,Dell OptiPlex,GHI789,1/28/2013,9/3/2025,macOS Big Sur,Qualcomm Snapdragon,11,11/12/2020
552,desktop,Aivee,Dell OptiPlex,ABC123,11/18/2019,10/7/2022,macOS Big Sur,Qualcomm Snapdragon,29,1/25/2022
553,laptop,Skippad,Dell OptiPlex,ABC123,4/17/2019,2/15/2023,macOS Big Sur,Qualcomm Snapdragon,4,12/24/2023
554,server,Wikivu,Lenovo ThinkCentre,DEF456,11/12/2014,1/24/2023,macOS Big Sur,Intel Core i7,13,1/27/2021
555,laptop,Jabberbean,Dell OptiPlex,ABC123,2/19/2014,5/26/2024,Windows 10,Intel Core i7,28,9/14/2020
556,printer,Topicware,Lenovo ThinkCentre,DEF456,12/8/2011,8/13/2023,macOS Big Sur,Qualcomm Snapdragon,4,5/8/2022
557,server,Skiptube,HP EliteBook,ABC123,3/6/2019,9/7/2022,Windows 10,Qualcomm Snapdragon,20,3/13/2021
558,server,Yacero,HP EliteBook,GHI789,11/18/2020,9/12/2025,macOS Big Sur,Intel Core i7,27,2/14/2022
559,scanner,Kayveo,HP EliteBook,DEF456,11/5/2010,5/15/2024,macOS Big Sur,AMD Ryzen 5,21,4/1/2023
560,laptop,Edgewire,HP EliteBook,GHI789,8/3/2017,1/29/2024,Windows 10,Qualcomm Snapdragon,21,2/25/2020
561,laptop,Quaxo,HP EliteBook,ABC123,5/21/2019,1/9/2023,Ubuntu 20.04,Intel Core i7,21,11/18/2021
562,laptop,Jayo,HP EliteBook,GHI789,1/27/2018,6/2/2022,Ubuntu 20.04,Qualcomm Snapdragon,18,4/6/2021
563,laptop,Zooveo,Dell OptiPlex,ABC123,12/23/2013,4/16/2024,Ubuntu 20.04,Intel Core i7,12,4/4/2022
564,scanner,Innojam,Lenovo ThinkCentre,ABC123,10/28/2021,10/20/2024,Windows 10,AMD Ryzen 5,25,3/24/2021
565,desktop,Gigabox,Lenovo ThinkCentre,DEF456,3/6/2013,4/14/2025,Windows 10,AMD Ryzen 5,23,10/27/2020
566,scanner,Divape,Dell OptiPlex,ABC123,9/27/2020,7/20/2023,Ubuntu 20.04,AMD Ryzen 5,13,2/5/2023
567,scanner,Zoombox,Lenovo ThinkCentre,ABC123,11/17/2020,7/31/2022,Ubuntu 20.04,Qualcomm Snapdragon,20,12/2/2020
568,server,Myworks,HP EliteBook,DEF456,10/18/2013,3/16/2025,Ubuntu 20.04,AMD Ryzen 5,14,7/22/2023
569,laptop,Rhyzio,Lenovo ThinkCentre,DEF456,3/17/2017,2/2/2023,Windows 10,Intel Core i7,28,12/28/2023
570,printer,Blogpad,HP EliteBook,DEF456,4/2/2019,6/21/2024,Ubuntu 20.04,AMD Ryzen 5,26,2/10/2020
571,printer,Browsedrive,HP EliteBook,GHI789,6/7/2015,7/26/2024,Ubuntu 20.04,Intel Core i7,20,4/2/2022
572,server,Skyble,Lenovo ThinkCentre,ABC123,11/7/2010,9/3/2023,macOS Big Sur,AMD Ryzen 5,5,4/20/2021
573,desktop,Photobug,Dell OptiPlex,GHI789,11/7/2013,2/2/2023,macOS Big Sur,AMD Ryzen 5,15,5/15/2020
574,desktop,Linkbuzz,Lenovo ThinkCentre,GHI789,10/15/2016,6/8/2024,Windows 10,Qualcomm Snapdragon,20,6/12/2023
575,scanner,Demizz,HP EliteBook,ABC123,4/13/2018,7/10/2025,macOS Big Sur,Intel Core i7,26,12/6/2023
576,desktop,Topiclounge,Dell OptiPlex,GHI789,10/12/2013,12/7/2022,Windows 10,Qualcomm Snapdragon,26,12/12/2021
577,desktop,Eire,HP EliteBook,DEF456,1/5/2021,4/11/2022,Windows 10,Qualcomm Snapdragon,21,12/11/2023
578,scanner,Trilia,HP EliteBook,DEF456,1/11/2018,1/10/2024,macOS Big Sur,Qualcomm Snapdragon,14,11/29/2020
579,laptop,Janyx,Dell OptiPlex,DEF456,4/18/2020,5/9/2022,Ubuntu 20.04,AMD Ryzen 5,9,12/16/2020
580,laptop,Bluezoom,Lenovo ThinkCentre,DEF456,9/30/2011,5/31/2025,Ubuntu 20.04,Qualcomm Snapdragon,21,9/6/2023
581,scanner,Twimm,Lenovo ThinkCentre,ABC123,7/7/2011,5/15/2023,Windows 10,Qualcomm Snapdragon,12,3/11/2023
582,laptop,Jaxnation,Dell OptiPlex,GHI789,6/13/2013,5/2/2024,macOS Big Sur,AMD Ryzen 5,8,9/26/2020
583,scanner,Dabshots,HP EliteBook,GHI789,12/1/2011,5/5/2022,Ubuntu 20.04,Intel Core i7,16,12/27/2021
584,printer,Jayo,HP EliteBook,DEF456,4/11/2015,9/18/2023,Ubuntu 20.04,Intel Core i7,22,12/8/2023
585,laptop,Feedfish,HP EliteBook,DEF456,8/12/2012,1/14/2023,Windows 10,Qualcomm Snapdragon,15,9/29/2022
586,laptop,Fadeo,HP EliteBook,ABC123,1/9/2020,12/27/2024,Ubuntu 20.04,AMD Ryzen 5,8,5/12/2020
587,printer,Kwimbee,HP EliteBook,ABC123,2/7/2017,1/21/2023,Windows 10,AMD Ryzen 5,28,9/7/2020
588,printer,Twitterworks,Lenovo ThinkCentre,GHI789,10/18/2016,12/19/2022,macOS Big Sur,Intel Core i7,31,11/24/2023
589,printer,Avavee,Dell OptiPlex,GHI789,10/16/2018,1/24/2024,Windows 10,Qualcomm Snapdragon,9,9/2/2020
590,server,Twitternation,Lenovo ThinkCentre,DEF456,2/13/2013,8/14/2022,Windows 10,Qualcomm Snapdragon,6,1/11/2024
591,laptop,Jetpulse,Dell OptiPlex,GHI789,10/18/2013,10/10/2024,Ubuntu 20.04,AMD Ryzen 5,29,2/14/2020
592,server,Bubbletube,Dell OptiPlex,ABC123,7/5/2010,5/21/2024,macOS Big Sur,Intel Core i7,8,12/16/2020
593,laptop,Zoombeat,HP EliteBook,ABC123,3/3/2017,8/30/2023,Windows 10,Qualcomm Snapdragon,9,4/30/2023
594,server,Realbuzz,Lenovo ThinkCentre,ABC123,11/23/2021,1/5/2023,Ubuntu 20.04,AMD Ryzen 5,12,10/26/2021
595,laptop,Oyoba,Dell OptiPlex,DEF456,10/1/2019,11/1/2023,Windows 10,Qualcomm Snapdragon,5,10/16/2023
596,printer,Dynava,Lenovo ThinkCentre,GHI789,10/3/2019,7/17/2022,macOS Big Sur,Qualcomm Snapdragon,21,12/8/2020
597,scanner,Youspan,Dell OptiPlex,ABC123,1/10/2018,8/14/2023,Ubuntu 20.04,Intel Core i7,22,2/21/2022
598,server,Twimm,HP EliteBook,GHI789,12/7/2014,10/8/2024,Windows 10,Qualcomm Snapdragon,9,7/21/2021
599,laptop,Jamia,HP EliteBook,ABC123,9/29/2012,7/10/2022,macOS Big Sur,AMD Ryzen 5,15,10/12/2021
600,server,Twitterlist,HP EliteBook,DEF456,9/23/2015,9/12/2023,Ubuntu 20.04,Qualcomm Snapdragon,24,7/7/2023
601,desktop,Avamm,Lenovo ThinkCentre,ABC123,8/19/2012,6/23/2025,Ubuntu 20.04,Qualcomm Snapdragon,7,5/24/2023
602,laptop,Agivu,HP EliteBook,GHI789,2/4/2014,1/29/2024,Ubuntu 20.04,AMD Ryzen 5,27,11/10/2020
603,server,Yabox,Lenovo ThinkCentre,ABC123,4/25/2020,7/4/2024,Ubuntu 20.04,Intel Core i7,30,12/16/2021
604,laptop,Kazu,Lenovo ThinkCentre,ABC123,6/17/2018,8/16/2022,macOS Big Sur,Qualcomm Snapdragon,26,5/14/2023
605,server,Pixonyx,HP EliteBook,ABC123,3/6/2017,8/28/2024,Ubuntu 20.04,Intel Core i7,22,5/3/2020
606,scanner,Kazu,HP EliteBook,GHI789,7/12/2011,2/20/2024,Windows 10,AMD Ryzen 5,10,1/30/2023
